id,budget,original_language,original_title,popularity,production_companies,revenue,vote_average,vote_count,score
10153,75000000,en,Sphere,18.65988,"['Punch Productions', 'Warner Bros.', 'Baltimore Pictures', 'Constant c Productions']",13100000,5.8,476,6.032080969097045
153518,73000000,en,The Angry Birds Movie,45.720894,"['Columbia Pictures', 'Rovio Entertainment', 'Sony Pictures Imageworks (SPI)', 'Rovio Mobile', 'Rovio Animation']",349779543,5.9,1022,6.023510066731298
8676,70000000,en,Fool's Gold,21.789615,"['De Line Pictures', 'Warner Bros.']",111231041,5.4,444,5.957521992147828
20829,75000000,en,Funny People,20.199057,"['Columbia Pictures', 'Universal Pictures', 'Happy Madison Productions', 'Relativity Media', 'Apatow Productions', 'Madison 23']",61458982,5.7,390,6.023536256901006
4349,70000000,en,The Kingdom,26.123705,"['Universal Pictures', 'Forward Pass', 'Relativity Media', 'FilmWorks', 'MDBF Zweite Filmgesellschaft']",86658558,6.5,513,6.18114663386842
9718,72500000,en,Talladega Nights: The Ballad of Ricky Bobby,12.599836,"['Columbia Pictures', 'Apatow Productions']",162966177,6.2,491,6.114900057902552
10808,70000000,en,Dr. Dolittle 2,13.543053,"['Twentieth Century Fox Film Corporation', 'Joseph M. Singer Entertainment', 'Davis Entertainment']",176104344,4.9,410,5.874776816793365
197,72000000,en,Braveheart,60.722162,"['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']",210000000,7.7,3336,7.128758541063351
25,72000000,en,Jarhead,32.227223,"['Universal Pictures', 'Neal Street Productions', 'Red Wagon Entertainment', 'Motion Picture KAPPA Produktionsgesellschaft']",96889998,6.6,765,6.241395173572329
35,75000000,en,The Simpsons Movie,46.875375,"['Gracie Films', 'Twentieth Century Fox Film Corporation']",527068851,6.9,2264,6.537989517082245
11086,72000000,en,The Majestic,11.215702,"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'Darkwoods Productions']",37317558,6.6,188,6.139285528463384
10477,94000000,en,Driven,8.468586,"['Epsilon Motion Pictures', 'Franchise Pictures', 'Trackform Film Productions', ""Mel's Cite du Cinema""]",54744738,4.5,179,5.9509012565074855
1997,74500000,en,Deux frères,8.884318,"['Pathé Renn Productions', 'TF1 Films Production', 'Canal+', 'Pathe', 'Two Brothers Productions']",62172050,6.9,180,6.1642133347593155
6947,60000000,en,The Village,27.491891,"['Scott Rudin Productions', 'Touchstone Pictures', 'Blinding Edge Pictures']",256697520,6.2,1071,6.131865056327147
3050,71000000,en,Doctor Dolittle,21.462935,"['Twentieth Century Fox Film Corporation', 'Joseph M. Singer Entertainment', 'Davis Entertainment']",294456605,5.4,686,5.904075501060927
2675,72000000,en,Signs,28.848187,"['Kennedy/Marshall Company, The', 'Touchstone Pictures', 'Blinding Edge Pictures']",408247917,6.4,1599,6.235366321893933
809,150000000,en,Shrek 2,47.320801,"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",919838758,6.7,2988,6.468475094247928
920,120000000,en,Cars,82.643036,"['Walt Disney Pictures', 'Pixar Animation Studios']",461983149,6.6,3877,6.436653286712777
4806,70000000,en,Runaway Bride,20.230535,"['Paramount Pictures', 'Lakeshore Entertainment', 'Touchstone Pictures', 'Interscope Communications']",309457509,5.7,455,6.014366527809454
7451,70000000,en,xXx,46.217769,"['Columbia Pictures', 'Original Film', 'Revolution Studios']",277448382,5.8,1424,5.964642041098027
228165,74000000,en,The SpongeBob Movie: Sponge Out of Water,36.952268,"['Paramount Pictures', 'Nickelodeon Movies', 'Nickelodeon Animation Studios', 'United Plankton Pictures', 'Disruption Entertainment', 'Paramount Animation']",311594032,5.8,719,6.010029011839446
3595,80000000,en,Ransom,16.411345,"['Touchstone Pictures', 'Brian Grazer/Scott Rudin Productions']",309492681,6.4,470,6.1548467314495765
16869,70000000,en,Inglourious Basterds,72.595961,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company', 'Zehnte Babelsberg', 'Visiona Romantica']",319131050,7.9,6430,7.498046562198031
879,70000000,en,Hook,33.648404,"['Amblin Entertainment', 'TriStar Pictures']",300854823,6.6,1532,6.323002668786554
1573,70000000,en,Die Hard 2,57.69847,"['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']",240031094,6.6,1896,6.350002194429681
9257,80000000,en,S.W.A.T.,34.052253,"['Original Film', 'Columbia Pictures Corporation', 'Camelot Pictures', 'Chris Lee Productions', 'Illusion Entertainment']",116643346,5.8,770,6.005922479250959
1903,68000000,en,Vanilla Sky,27.299301,"['Paramount Pictures', 'Cruise-Wagner Productions', 'Vinyl Films']",203388341,6.5,1078,6.242918733671033
9697,75000000,en,Lady in the Water,20.219385,"['Legendary Pictures', 'Warner Bros.', 'Blinding Edge Pictures']",42285169,5.3,409,5.948005782183057
395,70000000,en,AVP: Alien vs. Predator,42.957216,"['Impact Pictures', 'Studio Babelsberg', 'Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Stillking Films', 'Brandywine Productions', 'Lonlink Productions', 'Kut Productions', 'Inside Track Films', 'Charenton Productions Limited', 'Revolution Sun Studios']",171183863,5.5,1217,5.856303002840283
23398,75000000,en,Alvin and the Chipmunks: The Squeakquel,29.412262,"['Regency Enterprises', 'Fox 2000 Pictures', 'Bagdasarian Productions']",443140005,5.4,666,5.908101020155806
10590,75000000,en,We Were Soldiers,19.708731,"['Icon Entertainment International', 'Wheelhouse Entertainment', 'Motion Picture Production GmbH & Co. Erste KG']",114660784,6.7,521,6.226391538051285
117263,70000000,en,Olympus Has Fallen,59.428223,"['Nu Image Films', 'Millennium Films']",161025640,6.2,2981,6.15886794930452
200,70000000,en,Star Trek: Insurrection,19.711951,['Paramount Pictures'],118000000,6.3,391,6.128621241086481
44943,70000000,en,Battle: Los Angeles,49.199234,"['Columbia Pictures', 'Original Film', 'Relativity Media']",202466756,5.5,1448,5.831258579259433
587,70000000,en,Big Fish,46.199482,"['Columbia Pictures', 'The Zanuck Company', 'Jinks/Cohen Company', 'Tim Burton Productions']",122919055,7.6,1994,6.87669559411288
10395,0,en,Wolf,13.758526,['Columbia Pictures'],0,6.0,216,6.082480624453954
57212,66000000,en,War Horse,29.505574,"['DreamWorks SKG', 'Amblin Entertainment', 'Reliance Entertainment', 'Kennedy/Marshall Company, The']",177584879,7.0,992,6.410347722893655
152760,70000000,en,The Monuments Men,43.873266,"['Columbia Pictures', 'Studio Babelsberg', 'Fox 2000 Pictures', 'Smokehouse Pictures', 'Obelisk Productions']",154984035,5.8,1523,5.959793001391743
2756,70000000,en,The Abyss,24.961625,"['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment', 'Pacific Western']",90000098,7.1,808,6.399882177629308
33909,70000000,en,Wall Street: Money Never Sleeps,23.25645,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Dune Entertainment III', 'Edward R. Pressman Film']",134748021,5.8,493,6.030388691292014
49017,70000000,en,Dracula Untold,64.457947,"['Universal Pictures', 'Legendary Pictures', 'Fuji Television Network', 'Dentsu', 'Michael De Luca Productions']",215529201,6.2,2389,6.15310786650854
9882,70000000,en,The Siege,20.089933,"['Twentieth Century Fox Film Corporation', 'Lynda Obst Productions', 'Bedford Falls Company, The']",116672912,6.0,352,6.0773594753826705
2270,70000000,en,Stardust,48.032734,"['Paramount Pictures', 'Ingenious Film Partners', 'Di Bonaventura Pictures', 'Marv Films', 'Vaughn Productions']",135560026,7.1,1184,6.486979948014227
978,70000000,en,Seven Years in Tibet,16.92991,"['TriStar Pictures', 'Mandalay Entertainment', 'Applecross', 'Reperage & Vanguard Films']",131457682,7.0,630,6.323873033089533
44564,70000000,en,The Dilemma,14.780634,"['Imagine Entertainment', 'Universal Pictures', 'Spyglass Entertainment', 'Wild West Picture Show Productions']",67112664,5.2,304,5.965575146974516
3132,70000000,en,Bad Company,14.086292,"['Jerry Bruckheimer Films', 'Touchstone Pictures', 'Stillking Films']",65977295,5.4,228,6.015799552302654
8814,60000000,en,Doom,29.261348,"['Di Bonaventura Pictures', 'John Wells Productions', 'Reaper Productions', 'Stillking Films', 'Babelsberg Film', 'Doom Productions', 'Distant Planet Productions']",55987321,5.0,609,5.820400504567379
8427,70000000,en,I Spy,13.267631,['Columbia Pictures Corporation'],33561137,5.2,269,5.978289928289931
52520,70000000,en,Underworld: Awakening,58.401204,"['Lakeshore Entertainment', 'Saturn Films', 'Screen Gems', 'Sketch Films', 'UW4 Productions']",160112671,6.1,1862,6.096110743400227
80585,75000000,en,Rock of Ages,23.515938,"['New Line Cinema', 'Offspring Entertainment', 'Corner Store Entertainment', 'Material Pictures']",59418613,6.0,385,6.0762112957084655
10592,70000000,en,Hart's War,14.244518,"['David Foster Productions', 'Cheyenne Enterprises', 'Metro-Goldwyn-Mayer (MGM)', 'David Ladd Films']",32287044,5.9,241,6.069899103048092
49021,66000000,en,Killer Elite,29.501489,"['Current Entertainment', 'Omnilab Media', 'Ambience Entertainment', 'International Traders', 'Open Road Films', 'Sighvatsson Films', 'Palomar Pictures (II)', 'Film Victoria', 'Wales Creative IP Fund']",57777106,6.1,695,6.094319173789453
11535,0,en,Rollerball,9.306253,"['Atlas Entertainment', 'Toho-Towa', 'Mosaic Media Group', 'Yorktown Productions', 'Helkon Media AG', 'Metro-Goldwyn-Mayer (MGM)']",0,3.4,106,5.945406395226395
10550,70000000,en,Ballistic: Ecks vs. Sever,8.37378,"['Epsilon Motion Pictures', 'Franchise Pictures', 'Dante Entertainment', 'Chris Lee Productions', 'SuperMega', 'MHF Erste Academy Film GmbH & Co. Produktions KG']",19924033,4.3,97,6.002350002520513
11258,70000000,en,Hard Rain,10.930537,"['Paramount Pictures', 'Toho-Towa', 'Mutual Film Company', 'PolyGram Filmed Entertainment', 'Marubeni', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'UGC PH', 'British Broadcasting Corporation (BBC) Television', 'Stargate Studios']",19870567,5.5,179,6.039629322334788
12610,75000000,en,Osmosis Jones,10.54544,"['Conundrum Entertainment', 'Warner Bros. Animation', 'Warner Bros.']",13596911,5.9,228,6.070967961129599
59981,70000000,en,Legends of Oz: Dorothy's Return,6.682006,"['Prana Animation Studios', 'Summertime Entertainment']",18662027,5.9,43,6.0877794168588295
201088,70000000,en,Blackhat,46.832372,"['Universal Pictures', 'Forward Pass', 'Legendary Pictures']",17752940,5.1,826,5.784584970304084
5137,70000000,en,Sky Captain and the World of Tomorrow,24.664776,"['Paramount Pictures', 'Natural Nylon Entertainment', 'Riff Raff Film Productions', 'Filmauro', 'Blue Flower Productions', 'Brooklyn Films II']",57958696,5.7,439,6.016575127284712
3093,70000000,en,Basic Instinct 2,13.483387,"['Intermedia Films', 'Kanzaman', 'C-2 Pictures', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG']",38629478,4.6,180,5.959100373998316
107846,50000000,en,Escape Plan,44.478043,"['Summit Entertainment', 'Atmosphere Entertainment MM', 'Emmett/Furla Films', 'Mark Canton Productions', 'Envision Entertainment', 'Boies / Schiller Film Group', 'Knightsbridge Entertainment']",122915111,6.7,1659,6.380496424451936
188207,70000000,en,The Legend of Hercules,25.020428,['Millennium Films'],61279452,4.4,533,5.711836128395969
4614,68000000,en,The Sum of All Fears,22.392544,"['Paramount Pictures', 'Mace Neufeld Productions', 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'S.O.A.F. Productions', ""Mel's Cite du Cinema""]",193000000,5.9,437,6.055264215029535
24021,68000000,en,The Twilight Saga: Eclipse,107.069763,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']",698491347,5.8,2301,5.929759915658839
11371,68000000,en,The Score,22.572323,"['Paramount Pictures', 'Mandalay Pictures', 'Horseshoe Bay Productions']",71069884,6.7,423,6.205867248110994
20352,69000000,en,Despicable Me,113.858273,"['Universal Pictures', 'Illumination Entertainment']",543513985,7.1,6478,6.877212278735776
11517,60000000,en,Money Train,10.004564,['Columbia Pictures'],35431113,5.4,222,6.017592795029219
214756,68000000,en,Ted 2,68.734513,"['Universal Pictures', 'Fuzzy Door Productions', 'Bluegrass Films', 'Smart Entertainment', 'Media Rights Capital (MRC)']",217022588,6.2,2463,6.1539145847580325
26428,70000000,en,Agora,18.888806,"['Himenóptero', 'Telecinco Cinema', 'Mod Producciones', 'Nimar Studios', 'Canal+ España', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Government of Malta']",39041505,6.9,395,6.2350444142913055
9824,68000000,en,Mystery Men,12.948627,"['Universal Pictures', 'Dark Horse Entertainment', 'Golar Productions']",29762011,5.7,250,6.045225145986498
48988,36000000,en,Hall Pass,27.11589,"['New Line Cinema', 'Conundrum Entertainment']",83160734,5.4,611,5.919510163663837
9008,90000000,en,The Insider,26.153669,"['Spyglass Entertainment', 'Forward Pass', 'Kaitz Productions', 'Mann/Roth Productions', 'Touchstone Pictures']",60289912,7.3,481,6.342652494127016
300673,80000000,en,The Finest Hours,28.223664,"['Walt Disney Pictures', 'Whitaker Entertainment', 'Bergsten Music', 'Red Hawk Entertainment']",52099090,6.3,588,6.142535523771103
12113,70000000,en,Body of Lies,37.507136,"['Scott Free Productions', 'De Line Pictures', 'Warner Bros.']",113280098,6.5,895,6.225707249168874
38778,69000000,en,Dinner for Schmucks,11.023691,"['Paramount Pictures', 'DreamWorks SKG', 'Spyglass Entertainment', 'Everyman Pictures', 'Reliance BIG Entertainment', 'Parkes/MacDonald Productions']",86387857,5.5,531,5.9594615492859795
72331,69000000,en,Abraham Lincoln: Vampire Hunter,38.634767,"['Twentieth Century Fox Film Corporation', 'Bazelevs Production', 'Tim Burton Productions', 'Abraham Productions', 'Location Gourmet']",112265139,5.5,1269,5.850340540283903
1844,66000000,en,Entrapment,25.877794,"['Fountainbridge Films', 'Regency Enterprises']",212404396,6.0,602,6.069434598786347
846,66000000,en,The X Files,18.59991,"['Twentieth Century Fox Film Corporation', 'Ten Thirteen Productions']",189198313,6.6,488,6.198696782530176
9703,67000000,en,The Last Legion,12.282911,"['Ingenious Film Partners', 'Quinta Communications', 'Dino De Laurentiis Company', 'Zephyr Films']",25303038,5.0,207,5.981640850140902
857,70000000,en,Saving Private Ryan,76.041867,"['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Mutual Film Company', 'Mark Gordon Productions']",481840909,7.9,5048,7.417380372165167
136797,66000000,en,Need for Speed,54.81489,"['DreamWorks SKG', 'Reliance Entertainment', 'Bandito Brothers', 'Touchstone Pictures', 'Electronic Arts', 'Revolution Sun Studios']",203277636,6.1,1520,6.095714684039484
3981,70000000,en,What Women Want,31.39165,"['Paramount Pictures', 'Centropolis Entertainment', 'Icon Entertainment International', 'Wind Dancer Productions']",374111707,6.1,992,6.094915275183084
425,59000000,en,Ice Age,99.561972,"['Twentieth Century Fox Film Corporation', 'Blue Sky Studios', 'Twentieth Century Fox Animation']",383257136,7.1,3857,6.774686272233416
6171,68000000,en,Dreamcatcher,26.792794,"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'Kasdan Pictures', 'WV Films II']",75715436,5.3,567,5.905441171895818
72976,65000000,en,Lincoln,36.307296,"['DreamWorks', 'Amblin Entertainment', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'The Kennedy/Marshall Company', 'Participant Media', 'Reliance Entertainment']",275293450,6.7,1429,6.3580058134535715
603,63000000,en,The Matrix,104.309993,"['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros.']",463517383,7.9,8907,7.590703761132969
568,52000000,en,Apollo 13,68.140214,"['Imagine Entertainment', 'Universal Pictures']",355237933,7.3,1599,6.654025773805261
9021,65000000,en,The Santa Clause 2,14.646884,"['Walt Disney Pictures', 'Outlaw Productions', 'Boxing Cat Films']",172855065,5.5,297,6.009809962947552
82695,61000000,en,Les Misérables,48.356214,"['Universal Pictures', 'Relativity Media', 'CAMERON MACKINTOSH', 'Working Title Films']",441809770,7.1,1884,6.60225881014351
9489,65000000,en,You've Got Mail,28.540267,['Warner Bros.'],250821495,6.3,838,6.157244131997534
12133,65000000,en,Step Brothers,22.977983,"['Columbia Pictures', 'Mosaic Media Group', 'Gary Sanchez Productions', 'Relativity Media', 'Apatow Productions']",128107642,6.5,1062,6.241500549882155
9342,95000000,en,The Mask of Zorro,31.086791,"['Amblin Entertainment', 'TriStar Pictures']",250288523,6.3,1183,6.173544778870127
41733,65000000,en,Due Date,43.865294,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.']",211780824,6.2,1685,6.14373848977641
227306,65000000,en,Unbroken,43.055253,"['Legendary Pictures', '3 Arts Entertainment', 'Jolie Pas']",163442937,7.3,1400,6.614330593774148
5551,65000000,en,Space Cowboys,15.772081,"['Village Roadshow Pictures', 'Malpaso Productions', 'Mad Chance', 'Warner Bros.', 'Clipsal Films', 'Digital Image Associates']",128884132,6.3,403,6.1295387681262605
9350,70000000,en,Cliffhanger,26.19909,"['TriStar Pictures', 'Canal+', 'Carolco Pictures', 'RCS Video', 'Cliffhanger Productions', 'Pioneer']",255000211,6.1,588,6.094068659280499
9208,50000000,en,Broken Arrow,22.769108,"['Twentieth Century Fox Film Corporation', 'WCG Entertainment Productions', 'Mark Gordon Productions']",150270147,5.7,453,6.014640915980712
4244,65000000,en,The Kid,18.281798,['Walt Disney Pictures'],69700000,6.0,238,6.081606720708053
1852,63000000,en,World Trade Center,24.697533,"['Paramount Pictures', 'Double Feature Films', 'Intermedia Films', 'Kernos Filmproduktionsgesellschaft & Company']",162945894,5.9,447,6.054584840674806
11820,65000000,en,Mona Lisa Smile,19.718544,"['Columbia Pictures', 'Revolution Studios']",0,6.5,393,6.163999370295869
76493,65000000,en,The Dictator,31.349143,['Paramount Pictures'],179379533,5.9,1743,5.998645276952645
345,65000000,en,Eyes Wide Shut,27.870312,"['Hobby Films', 'Pole Star', 'Stanley Kubrick Productions', 'Warner Bros.']",162091208,7.1,1234,6.496956188933147
196867,65000000,en,Annie,33.439187,"['Columbia Pictures', 'Olive Bridge Entertainment', 'Sony Pictures Entertainment (SPE)', 'Overbrook Entertainment', 'Marcy Media']",133821816,6.0,466,6.073532457419807
256591,50100000,en,Focus,59.634029,"['Kramer & Sigman Films', 'RatPac-Dune Entertainment', 'Zaftig Films']",153962963,6.7,2542,6.444901879937495
59962,65000000,en,This Means War,38.994297,"['Dune Entertainment', 'Overbrook Films', 'Robert Simonds Productions']",156974557,5.9,1389,6.009465264571544
36648,65000000,en,Blade: Trinity,49.660055,"['New Line Cinema', 'Amen Ra Films', 'Shawn Danielle Productions Ltd.', 'Imaginary Forces', 'Marvel Enterprises', 'Peter Frankfurt Productions']",128905366,5.7,1252,5.93329284069318
1880,4200000,en,Red Dawn,11.743085,"['United Artists', 'Valkyrie Films']",38376497,6.4,215,6.124402549370898
9440,65000000,en,Primary Colors,9.110247,"['Universal Pictures', 'Mutual Film Company']",0,6.1,94,6.092552367459223
71679,65000000,en,Resident Evil: Retribution,6.227675,['Davis-Films'],240159255,5.6,1600,5.8631480324797
10483,45000000,en,Death Race,42.57877,"['Universal Pictures', 'Cruise/Wagner Productions', 'Impact Pictures', 'Relativity Media', 'Scion Films', 'H2S2 Filmproduktionsgesellschaft']",73762516,6.0,1175,6.056231563973651
11412,65000000,en,The Long Kiss Goodnight,15.858629,"['New Line Cinema', 'Forge', 'The Steve Tisch Company']",89456761,6.5,314,6.151667066938395
11983,65000000,en,Proof of Life,14.866901,"['Castle Rock Entertainment', 'Warner Bros.']",0,6.0,208,6.08280306630092
6795,65000000,en,Zathura: A Space Adventure,15.194239,"['Columbia Pictures Corporation', 'Teitler Film', 'Michael De Luca Productions', 'Radar Pictures']",64321501,6.1,779,6.094501488071446
550,63000000,en,Fight Club,146.757391,"['Regency Enterprises', 'Fox 2000 Pictures', 'Taurus Film', 'Linson Films', 'Atman Entertainment', 'Knickerbocker Films']",100853753,8.3,9413,7.939256287651155
11170,65000000,en,We Are Marshall,8.629665,"['Legendary Pictures', 'Thunder Road Pictures', 'Wonderland Sound and Vision', 'Warner Bros.']",43545364,6.7,186,6.148018274490319
9292,65000000,en,Hudson Hawk,16.803457,"['TriStar Pictures', 'Silver Pictures']",17218080,5.4,269,6.003819016265636
10783,65000000,en,Lucky Numbers,2.952595,"['Paramount Pictures', 'StudioCanal']",0,4.9,52,6.059378012525498
100241,65000000,en,"I, Frankenstein",31.324734,"['Lakeshore Entertainment', 'Sidney Kimmel Entertainment', 'Lionsgate', 'Hopscotch Films']",71154592,5.0,687,5.795061453582879
257,50000000,en,Oliver Twist,20.415572,"['R.P. Productions', 'ETIC Films', 'Runteam III Ltd.']",42093706,6.7,274,6.171013157961656
9947,43000000,en,Elektra,28.613892,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Marvel Enterprises', 'Horseshoe Bay Productions', 'Elektra Productions', 'SAI Productions']",56681566,4.8,575,5.7843076965601234
189,65000000,en,Sin City: A Dame to Kill For,85.428395,"['Miramax Films', 'Troublemaker Studios', 'AR Films', 'Aldamisa Entertainment', 'Demarest Films', 'Solipsist Film', 'Residaco']",39407616,6.3,1286,6.17771354336135
12618,64000000,en,Random Hearts,4.137237,['Columbia Pictures'],74608570,5.3,63,6.065924158450721
253412,55000000,en,Everest,60.246978,"['Universal Pictures', 'Working Title Films', 'Walden Media', 'Cross Creek Pictures', 'Free State Pictures', 'RVK Studios']",203427584,6.7,1772,6.3904963978723135
1427,50000000,en,Perfume: The Story of a Murderer,42.551902,"['Davis-Films', 'Nouvelles Éditions de Films (NEF)', 'Rising Star', 'VIP Medienfonds 4', 'Ikiru Films', 'Constantin Film Produktion', 'Castelao Producciones']",132180323,7.1,1165,6.483101882825531
818,63000000,en,Austin Powers in Goldmember,40.137264,"['New Line Cinema', ""Eric's Boy"", 'Team Todd', 'Moving Pictures', 'Gratitude International']",296655431,5.9,979,6.025395114246541
16577,65000000,en,Astro Boy,24.857079,"['The Weinstein Company', 'Summit Entertainment', 'Tezuka Production Company Ltd.', 'Imagi Animation Studios']",44091067,6.1,409,6.093596242270269
329,63000000,en,Jurassic Park,40.413191,"['Universal Pictures', 'Amblin Entertainment']",920100000,7.6,4856,7.185923786280801
12160,63000000,en,Wyatt Earp,13.859307,"['Tig Productions', 'Warner Bros.', 'Kasdan Pictures', 'Paragon Entertainment Corp.']",25052000,6.5,202,6.132546655007941
9331,62000000,en,Clear and Present Danger,18.832471,"['Paramount Pictures', 'Mace Neufeld Productions']",215887717,6.4,386,6.145589010464936
300168,65000000,zh,天將雄師,9.568884,"['Shanghai Film Group', 'Jackie & JJ Production', 'Sparkle Roll Media', 'Huayi Brothers Media', 'Alibaba Pictures Group', 'Home Media & Entertainment Fund', 'Tencent Video', 'China Film & TV Capital', 'Visualizer Film Company']",121545703,5.9,145,6.078122514307855
9072,64000000,en,Little Man,12.421504,"['Revolution Studios', 'Wayans Bros. Entertainment']",101595121,5.3,261,5.993687813126704
3536,62000000,en,U-571,18.096884,"['Universal Pictures', 'Canal Plus', 'Dino De Laurentiis Company']",127666415,6.1,340,6.093393405654702
9087,62000000,en,The American President,11.056763,"['Columbia Pictures', 'Castle Rock Entertainment']",107879496,6.5,195,6.131281693163274
12177,62000000,en,The Love Guru,13.218008,"['Paramount Pictures', 'Goldcrest Pictures', 'Internationale Filmproduktion']",41819064,4.3,242,5.883699382271776
12138,62000000,en,3000 Miles to Graceland,11.262655,"['Franchise Pictures', 'Warner Bros.', 'Morgan Creek Productions']",18720175,5.8,178,6.066379783216724
273248,44000000,en,The Hateful Eight,68.717016,"['Double Feature Films', 'The Weinstein Company', 'FilmColony']",155760117,7.6,4274,7.1464969888878676
9955,53000000,en,Blades of Glory,19.412028,['DreamWorks'],0,5.9,569,6.046750932490738
50359,63000000,en,Hop,16.791058,"['Universal Pictures', 'Illumination Entertainment']",183953723,5.5,331,6.001819947855721
1271,65000000,en,300,65.197968,"['Virtual Studios', 'Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Warner Bros.', 'Nimar Studios', 'Cruel and Unusual Films']",422610419,7.0,4997,6.755836994891038
693,80000000,en,Meet the Fockers,32.829538,"['DreamWorks SKG', 'Universal Pictures', 'Everyman Pictures', 'Tribeca Productions']",516642939,6.1,1373,6.095518526150029
14306,60000000,en,Marley & Me,30.951203,"['Sunswept Entertainment', 'Dune Entertainment III']",244082376,6.9,1343,6.433189223259635
497,60000000,en,The Green Mile,103.698022,"['Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros.']",284600000,8.2,4048,7.5416975052456845
11199,0,en,Wild Hogs,31.719463,"['Wild Hogs Productions', 'Touchstone Pictures']",253625427,5.6,648,5.963902909780487
9982,150000000,en,Chicken Little,47.973995,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",314432665,5.6,944,5.925189834271924
210577,61000000,en,Gone Girl,143.041543,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures', 'Pacific Standard', 'TSG Entertainment', 'Artemple - Hollywood']",369330363,7.9,5862,7.4683975111524346
2501,60000000,en,The Bourne Identity,86.476817,"['Universal Pictures', 'Kennedy/Marshall Company, The', 'Hypnotic', 'Kalima Productions GmbH & Co. KG', 'Stillking Films']",214034224,7.3,3583,6.890424649514554
710,58000000,en,GoldenEye,59.824565,"['United Artists', 'Eon Productions']",352194034,6.6,1174,6.290083718921193
2275,60000000,en,The General's Daughter,18.345613,"['Paramount Pictures', 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'Krane Entertainment', 'Neufeld Rehme Productions']",149705852,6.1,205,6.092956932014388
37165,60000000,en,The Truman Show,56.488027,"['Paramount Pictures', 'Scott Rudin Productions']",264118201,7.8,4537,7.307533361809172
9837,70000000,en,The Prince of Egypt,29.464852,"['DreamWorks SKG', 'DreamWorks Animation']",218613188,6.8,817,6.3099526229111245
10708,60000000,en,Daddy Day Care,18.106021,"['Columbia Pictures', 'Revolution Studios', 'Davis Entertainment']",164433867,5.6,506,5.985944461217454
136400,61000000,en,2 Guns,42.881415,"['Universal Studios', 'Marc Platt Productions', 'Emmett/Furla Films', 'Envision Entertainment Corporation']",131940411,6.6,1589,6.327609323358288
10992,60000000,en,Cats & Dogs,18.735024,"['Village Roadshow Pictures', 'NPV Entertainment', 'Mad Chance', 'Zide-Perry Productions', 'Warner Bros.', 'BenderSpink']",93375151,5.0,352,5.916658233600348
9654,60000000,en,The Italian Job,62.766854,"['De Line Pictures', 'Working Title Films']",176070171,6.6,1919,6.351532494511684
2642,60000000,en,Two Weeks Notice,24.153567,"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'Fortis Films']",93354918,5.9,487,6.051925774008
8916,60000000,en,Antz,41.515702,"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",171757863,6.0,1272,6.054477943312179
19899,70000000,en,Couples Retreat,26.676487,"['Universal Pictures', 'Wild West Picture Show Productions', 'Stuber Productions', 'Relativity Media']",171844840,5.3,588,5.900201201318086
2119,60000000,en,Days of Thunder,16.278022,"['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films']",157920733,5.9,353,6.061215750149768
9641,60000000,en,Cheaper by the Dozen 2,18.831023,"['Twentieth Century Fox Film Corporation', '21 Laps Entertainment', 'Dozen Canada Productions']",129181830,5.7,526,6.004926490812976
294254,61000000,en,Maze Runner: The Scorch Trials,113.161483,"['Gotham Group', 'Temple Hill Entertainment', 'TSG Entertainment']",311256926,6.4,3040,6.283996432206912
38167,60000000,en,Eat Pray Love,28.800112,"['Columbia Pictures', 'Red Om Films', 'Plan B Entertainment']",204594016,5.8,636,6.0170741169084225
